date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:15	72089/72089	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:18:00%20GMT	https://thepixelcurve.com/html/techwix/techwix/index.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/index.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:15	193737/193737	---M--	200	added ('OK')	text/css	date:Fri,%2016%20Jun%202023%2001:10:50%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/css/style.css	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/css/style.css	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:15	3251/3251	---M--	200	added ('OK')	image/png	date:Mon,%2015%20May%202023%2015:36:36%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/logo-3.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/logo-3.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:16	47683/47683	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:18:24%20GMT	https://thepixelcurve.com/html/techwix/techwix/index-2.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/index-2.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:16	49070/49070	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:18:56%20GMT	https://thepixelcurve.com/html/techwix/techwix/index-3.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/index-3.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:16	47336/47336	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:19:38%20GMT	https://thepixelcurve.com/html/techwix/techwix/index-5.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/index-5.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:16	52625/52625	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:19:54%20GMT	https://thepixelcurve.com/html/techwix/techwix/index-6.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/index-6.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:17	61689/61689	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:20:16%20GMT	https://thepixelcurve.com/html/techwix/techwix/about.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/about.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:17	37540/37540	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:35:36%20GMT	https://thepixelcurve.com/html/techwix/techwix/team.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/team.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:17	49230/49230	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:24:20%20GMT	https://thepixelcurve.com/html/techwix/techwix/service.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/service.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:17	49738/49738	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:22:58%20GMT	https://thepixelcurve.com/html/techwix/techwix/choose-us.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/choose-us.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:18	39236/39236	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:24:58%20GMT	https://thepixelcurve.com/html/techwix/techwix/testimonial.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/testimonial.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:18	35418/35418	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:24:02%20GMT	https://thepixelcurve.com/html/techwix/techwix/pricing.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/pricing.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:18	31950/31950	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:23:42%20GMT	https://thepixelcurve.com/html/techwix/techwix/login-register.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/login-register.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:19	40569/40569	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:22:30%20GMT	https://thepixelcurve.com/html/techwix/techwix/blog.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/blog.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:19	42518/42518	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:21:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/blog-standard.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/blog-standard.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:19	46908/46908	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:21:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/blog-details.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/blog-details.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:19	33210/33210	---M--	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2005:23:22%20GMT	https://thepixelcurve.com/html/techwix/techwix/contact.html	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/contact.html	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:20	1104/1104	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shop-cart-1.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shop-cart-1.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:20	1208/1208	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shop-cart-2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shop-cart-2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:20	1069/1069	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shop-cart-3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shop-cart-3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:21	3251/3251	---M--	200	added ('OK')	image/png	date:Mon,%2015%20May%202023%2015:36:26%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/logo-white.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/logo-white.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:21	4759/4759	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shape/hero4-shape1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shape/hero4-shape1.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:22	115900/115900	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:17:48%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/hero-bg4.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/hero-bg4.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:22	6251/6251	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shape/hero4-shape2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shape/hero4-shape2.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:22	1752/1752	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:22:00%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/feat-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/feat-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:22	1819/1819	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/feat-1.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/feat-1.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:23	1628/1628	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/feat-2.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/feat-2.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:23	1745/1745	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/feat-3.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/feat-3.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:24	51410/51410	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shape/experince-shape.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shape/experince-shape.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:24	29629/29629	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2008:32:36%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-img1.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-img1.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:25	21494/21494	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2008:34:06%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-img2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-img2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:26	14182/14182	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2008:33:42%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/ser-img3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/ser-img3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:26	15615/15615	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:21:04%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/choose-us-bg2.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/choose-us-bg2.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:26	1046/1046	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/sign.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/sign.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:27	113268/113268	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2008:35:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/video-bg.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/video-bg.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:27	3653/3653	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:33:56%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/testi-3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/testi-3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:27	922/922	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/testi-icon.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/testi-icon.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:27	45038/45038	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:19:40%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/testi-bg3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/testi-bg3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:27	3675/3675	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2007:37:40%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/testi-4.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/testi-4.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:28	7960/7960	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2011:22:00%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/bg/footer-bg3.jpg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/bg/footer-bg3.jpg	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:28	72348/72348	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2009:36:18%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/images/shape/contact-shape.png	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/images/shape/contact-shape.png	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:29	8606/8606	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/vendor/modernizr-3.11.2.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/vendor/modernizr-3.11.2.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:29	97163/97163	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/vendor/jquery-1.12.4.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:29	18873/18873	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/popper.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/popper.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:29	59511/59511	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/bootstrap.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/bootstrap.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:30	14243/14243	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/aos.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/aos.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:30	8044/8044	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/waypoints.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/waypoints.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:31	145446/145446	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/swiper-bundle.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/swiper-bundle.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:31	1003/1003	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/back-to-top.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/back-to-top.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:31	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/jquery.counterup.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/jquery.counterup.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:31	1266/1266	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/appear.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/appear.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:32	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/plugins/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/plugins/jquery.magnific-popup.min.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:32	10625/10625	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Nov%202022%2007:31:22%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/js/main.js	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/js/main.js	(from https://thepixelcurve.com/html/techwix/techwix/index-4.html)
16:48:33	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:34	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:10%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400d41d.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:34	76736/76736	---M--	200	added ('OK')	font/woff2	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.woff2	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:34	89988/89988	---M--	200	added ('OK')	font/woff	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.woff	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:36	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:36	133988/133988	---M--	200	added ('OK')	font/ttf	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-brands-400.ttf	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:36	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400d41d.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:36	13224/13224	---M--	200	added ('OK')	font/woff2	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.woff2	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:36	16276/16276	---M--	200	added ('OK')	font/woff	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.woff	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:37	33736/33736	---M--	200	added ('OK')	font/ttf	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.ttf	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:38	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2001%20Oct%202022%2009:30:12%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-regular-400.svg	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
16:48:39	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2001%20Oct%202022%2009:30:14%20GMT	https://thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/Jemisha/thepixelcurve.com/html/techwix/techwix/assets/fonts/fa-solid-900.eot	(from https://thepixelcurve.com/html/techwix/techwix/assets/css/plugins/all.min.css)
